,RUN_DATE,MODEL,ACCURACY,F1 SCORE MICRO AVG,PRECISION SCORE MICRO AVG,RECALL SCORE MICRO AVG,ROCAUC MICRO AVG
0,2021-06-13 15:14:42.892669,log_reg,0.9142708197575915,0.9131479574322005,0.9014598540145985,0.9251431323238268,0.9717233604090354
0,2021-06-13 15:14:42.892669,sgd,0.9116382119118989,0.9103791043197801,0.8977059436913452,0.9234152096964496,0.9697693931787059
0,2021-06-13 15:14:42.892669,dt,0.8923237325687475,0.890763413279742,0.8781543274244005,0.9037398722970436,0.9486268219300412
0,2021-06-13 15:14:42.892669,mlp,0.9331943177375212,0.9326359502720319,0.9250260688216893,0.9403720782318333,0.9802867570385818
0,2021-06-13 15:14:42.892669,xgb_model,0.9388244493679134,0.9381244892040811,0.9276329509906153,0.9488560610100795,0.9848290980500223
0,2021-06-13 15:14:42.892669,random_forest,0.9262348494721752,0.924889856149477,0.9084462982273201,0.941939669153422,0.978450271395661
0,2021-06-13 15:14:42.892669,extra_trees,0.9253746904730874,0.9237610843341412,0.9043274244004171,0.9440483317912154,0.9786909796305825
